상품명,상품URL,브랜드,거래량,최근거래가,모델번호,발매일,발매일로부터현재까지일,발매가,색상,색상개수,최고거래가,최고거래성사일,최저거래가,최저거래성사일,관심,스타일
조던 1 로우 골프 시카고,https://kream.co.kr/products/48708,Jordan,17000,350000,DD9315-600,2022/01/14,858,179000,Varsity Red/Black-White,2,800000,2022/02/07,230000,2022/11/28,2,928
조던 1 레트로 하이 OG 페이턴트 브레드,https://kream.co.kr/products/45326,Jordan,34000,210000,555088-063,2021/12/23,880,199000,Black/Varsity Red-White,2,550000,2021/12/09,125000,2024/03/05,1,1
뉴발란스 410v5 트레일 베이지 - 2E 와이드,https://kream.co.kr/products/42140,New Balance,1277,71000,MT410SA5,2019/12/01,1633,89000,Beige,1,109000,2024/03/26,50000,2024/03/18,6267,33
조던 1 로우 OG 스타피쉬,https://kream.co.kr/products/39518,Jordan,29000,315000,CZ0790-801,2021/08/30,995,159000,Starfish/White/Black,3,547000,2022/02/20,133000,2022/08/07,2,3
알렉산더 맥퀸 오버사이즈드 스니커즈 화이트 블랙,https://kream.co.kr/products/29438,Alexander McQueen,4798,504000,553680WHGP59061,-,,720000,White/Black,2,700000,2023/03/24,250000,2023/06/08,5418,419
반스 스타일 36 마쉬멜로우 레이싱 레드,https://kream.co.kr/products/9115,Vans,5346,81000,VN0A3DZ3OXS,2017/01/02,2696,69000,Marshmallow/Racing Red,2,190000,2020/05/06,29000,2023/08/16,6887,333
휠라 에샤페 레이스 베이지,https://kream.co.kr/products/285906,Fila,13,75000,1XM02347G920,-,,89000,Beige,1,89000,2024/05/13,75000,2024/05/18,249,0
나이키 SB 덩크 로우 프로 프리미엄 트왈,https://kream.co.kr/products/275938,Nike,240,147000,FN5880-001,2024/04/22,29,149000,Football Grey/Coconut Milk,2,200000,2024/04/22,102000,2024/04/23,1320,63
아디다스 슈퍼스타 82 그린 오프 화이트,https://kream.co.kr/products/218060,Adidas,167,120000,ID6107,-,,149000,Green/Off White,2,149000,2024/04/29,78000,2024/05/02,1755,3
나이키 x 꼼데가르송 옴므 플러스 에어 페가수스 2005 블랙,https://kream.co.kr/products/190165,Nike,76,190000,FJ4692-001,2023/10/06,228,325900,Black,1,260000,2024/05/06,120000,2024/05/06,1156,2
아식스 젤 퀀텀 키네틱 버치 다크 토프,https://kream.co.kr/products/159144,Asics,745,321000,1203A270-201,2023/08/18,277,299000,Birch/Dark Taupe,2,438000,2024/03/13,236000,2023/12/09,5511,55
아식스 GT-2160 오이스터 그레이 카본,https://kream.co.kr/products/158332,Asics,1647,126000,1203A320-020,2023/08/04,291,139000,Oyster Grey/Carbon,2,219000,2024/03/11,117000,2024/05/15,8497,68
아디다스 가젤 인도어 컬리지에이트 버건디 아크틱 푸시아,https://kream.co.kr/products/154869,Adidas,412,119000,IG4996,2023/08/02,293,169000,Collegiate Burgundy/Arctic Fuchsia/Collegiate Green,3,290000,2024/03/17,99000,2024/01/29,4325,9
나이키 ACG 마운틴 플라이 2 로우 라이트 아이언 오어 블랙,https://kream.co.kr/products/145416,Nike,1430,160000,DV7903-003,2023/07/06,320,179000,Light Iron Ore/Black/Flat Pewter/Gridiron/Photon Dust,5,259000,2023/10/20,90000,2023/10/20,4760,69
(W) 아디다스 가젤 인도어 컬리지에이트 그린,https://kream.co.kr/products/135743,Adidas,230,124000,IG5929,-,,154300,Collegiate Green/Cloud White/Lucid Pink,3,350000,2023/07/02,95000,2024/04/18,1518,5
(W) 나이키 줌 보메로 5 화이트 핑크,https://kream.co.kr/products/128570,Nike,888,172000,FN3695-001,-,,216700,White/Pink Foam,2,309000,2024/03/09,130000,2023/06/09,3388,31
컨버스 척 70 로우 빈티지 캔버스 핀스트라이프 화이트,https://kream.co.kr/products/121861,Converse,755,52000,A02306C,-,,95000,White/Black/Egret,3,129000,2024/05/09,36000,2024/03/10,4898,15
나이키 x 꼼데가르송 옴므 플러스 터미네이터 하이 블랙,https://kream.co.kr/products/112374,Nike,399,155000,FD4159-101,2023/04/01,416,398000,Black/White,2,450000,2023/04/15,100000,2024/04/11,2403,32
조던 1 하이 85 블랙 화이트,https://kream.co.kr/products/98013,Jordan,12000,249000,BQ4422-001,2023/02/15,461,239000,Black/White,2,560000,2023/02/09,227000,2024/04/04,1,710
나이키 에어포스 1 '07 LV8 40주년 조인 포스 세일 말라카이트,https://kream.co.kr/products/80149,Nike,21000,200000,DQ7658-101,2022/10/19,580,139000,Sail/Malachite/White,3,458000,2023/11/20,110000,2022/11/25,5,391
(W) 나이키 덩크 로우 미디움 올리브,https://kream.co.kr/products/74974,Nike,5052,196000,DD1503-120,2022/09/05,624,129000,White/Medium Olive-White,2,399000,2022/09/06,110000,2024/05/07,20000,149
아디다스 가젤 인도어 블루 버드,https://kream.co.kr/products/74717,Adidas,870,140000,H06260,-,,189000,Blue Bird/Cloud White/Blue Bird,3,459000,2023/03/31,51000,2023/12/27,6538,28
뉴발란스 530 화이트 크림,https://kream.co.kr/products/73949,New Balance,1031,134000,MR530RC,-,,119000,White,1,204000,2024/03/06,70000,2023/04/23,3217,15
나이키 에어 줌 알파플라이 넥스트% 2 프로토 화이트,https://kream.co.kr/products/65714,Nike,399,579000,DJ6206-100,2022/06/15,706,329000,White/Black/Total Orange,3,1000000,2023/09/25,324000,2022/06/16,2211,15
컨버스 x 스투시 척 70 하이 블랙,https://kream.co.kr/products/64629,Converse,3021,159000,A01765C,2022/06/17,704,129000,Black,1,240000,2023/03/15,60000,2024/03/27,1,228
나이키 x 스투시 에어포스 1 '07 미드 SP 블랙 앤 라이트 본,https://kream.co.kr/products/60294,Nike,15000,205000,DJ7840-002,2022/05/19,733,179000,Black/Light Bone,2,700000,2022/05/11,100000,2024/04/25,3,1
(W) 나이키 코트 비전 알타 화이트,https://kream.co.kr/products/51803,Nike,1609,57000,DM0113-100,-,,89000,White/White-White,2,119000,2022/03/30,33000,2023/05/09,5818,24
오트리 메달리스트 로우 고트스킨 스니커즈 화이트,https://kream.co.kr/products/48783,Autry,8744,129000,AULM-GG04,-,,230100,White,1,430000,2022/04/11,95000,2023/08/03,5279,200
뉴발란스 530 먼셀 화이트 실버 메탈릭,https://kream.co.kr/products/33654,New Balance,702,170000,MR530EMA,2020/12/08,1260,137200,Munsell White/Silver Metallic,2,259000,2023/05/25,70000,2023/02/20,4693,5
나이키 x 트래비스 스캇 SB 덩크 로우,https://kream.co.kr/products/23498,Nike,2662,1790000,CT5053-001,2020/02/29,1543,179000,Black/Black-Parachute Beige-Petra Brown,2,3239000,2022/02/13,280000,2021/11/24,7605,2
아식스 라이프워커 010 블랙 - 2E 와이드,https://kream.co.kr/products/268841,Asics,22,107000,1241A010-001,-,,,Black,1,159000,2024/05/05,89000,2024/04/27,615,0
아식스 라이프워커 010 그레이 - 3E 와이드,https://kream.co.kr/products/267751,Asics,21,100000,1241A010-020,-,,79000,Grey/Light Grey,2,119000,2024/05/15,80000,2024/04/23,365,3
나이키 줌 머큐리얼 베이퍼 15 아카데미 TF 레몬에이드 블랙,https://kream.co.kr/products/233486,Nike,227,75000,DJ5635-700,-,,,Lemonade/Black,2,108000,2024/05/17,65000,2024/04/17,671,1
나이키 코르테즈 빈티지 그린,https://kream.co.kr/products/221829,Nike,91,78000,FZ3594-338,-,,121800,Vintage Green/Midnight Navy/Sail,3,170000,2024/02/19,71000,2024/05/19,1791,1
뉴발란스 2002R 프리미엄 빈티지 네이비 그레이,https://kream.co.kr/products/218799,New Balance,897,177000,M2002RNY,2023/12/15,158,189000,Navy/Grey/Black Grey,3,250000,2024/05/16,135000,2024/04/15,4414,16
아식스 젤 벤쳐 6 베링 씨,https://kream.co.kr/products/156775,Asics,964,105000,1201A946-400,2023/08/01,294,99000,Bit Of Blue/Bering Sea,2,179000,2024/02/25,60000,2023/11/14,4336,22
아디다스 x 웨일스 보너 SL 72 니트 브라운,https://kream.co.kr/products/123235,Adidas,540,195000,IE1664,2023/05/02,385,229000,Brown/Red,2,340000,2023/07/01,109000,2024/01/05,3723,35
킨 재스퍼 락스 SP 스니커즈 블랙,https://kream.co.kr/products/114893,Keen,206,149000,1026326,-,,,Black/Black,2,199000,2024/01/15,97000,2024/05/01,1836,11
조던 1 로우 골프 미드나잇 네이비,https://kream.co.kr/products/94429,Jordan,3748,179000,DD9315-104,2023/03/20,428,179000,Midnight Navy/Black/White,3,299000,2023/10/19,110000,2023/09/06,1,165
아디다스 슈퍼스타 82 오프 화이트 코어 블랙,https://kream.co.kr/products/79370,Adidas,456,142000,H06258,-,,169000,Cloud White/Core Black/Off White,3,210000,2023/01/03,70000,2024/01/21,3114,9
뉴발란스 574 헤리티지 그레이,https://kream.co.kr/products/74714,New Balance,2290,99000,U574WR2,2022/08/26,634,139000,Gray,1,185000,2023/02/20,60000,2024/01/25,6680,56
나이키 x 꼼데가르송 옴므 플러스 에어맥스 선더 SP 화이트 블랙,https://kream.co.kr/products/60362,Nike,1796,895000,DO8095-101,2022/04/29,753,433400,White/Black-Black,2,904000,2023/01/25,260000,2023/01/10,1,418
뉴발란스 2002R 스페셜 빈티지 네이비,https://kream.co.kr/products/56772,New Balance,5264,165000,M2002RHO,2022/04/08,774,169000,Navy,1,350000,2023/04/10,101000,2023/12/15,1,119
아디다스 아디매틱 코어 블랙,https://kream.co.kr/products/55728,Adidas,3971,150000,GY5274,2022/03/26,787,129000,Core Black/Crystal White/Crystal White,3,475000,2022/09/20,70000,2024/04/26,1,210
나이키 x 사카이 x 언더커버 LD와플 블랙 브라이트 시트론,https://kream.co.kr/products/43677,Nike,20000,385000,DJ4877-001,2021/10/29,935,209000,Black/Sail/Dark Grey/Bright Citron,4,650000,2021/10/25,181000,2023/08/16,1,972
조던 6 x 트래비스 스캇 레트로 SP 브리티쉬 카키,https://kream.co.kr/products/33880,Jordan,9524,290000,DH0690-200,2021/04/30,1117,299000,British Khaki/Sail-Bright Crimson,2,1170000,2021/04/29,149000,2021/10/20,8162,1
컨버스 척 70 로우 빈티지 캔버스 러쉬 블루,https://kream.co.kr/products/30637,Converse,2769,90000,168514C,2020/06/26,1425,89000,Rush Blue/Egret/Black,3,209000,2022/05/01,45000,2024/03/31,8419,111
아디다스 BW 아미 화이트,https://kream.co.kr/products/26335,Adidas,5196,120000,BZ0579,2017/06/17,2530,139000,Footwear White/Footwear White/Chalk White,3,189000,2021/11/14,40000,2023/07/02,9409,73
메종 미하라 야스히로 행크 OG 솔 캔버스 로우탑 스니커즈 블랙,https://kream.co.kr/products/25729,Mihara Yasuhiro,2956,330000,A05FW702-BLACK,2022/08/06,654,306300,Black,1,650000,2022/06/23,223000,2023/07/30,6061,208
나이키 에어 줌 스피리돈 케이지 2 바시티 레드,https://kream.co.kr/products/23880,Nike,119,320000,CJ1288-600,2020/04/13,1499,169000,Varsity Red/Metallic Silver-Black-White,2,324000,2024/04/09,70000,2020/12/10,406,9
나이키 에어포스 1 로우 레트로 프리미엄 QS 아이보리 스네이크,https://kream.co.kr/products/20614,Nike,194,157000,AO1635-100,-,,159000,White/Elemental Gold/Dark Hazel/Black,4,345000,2022/01/27,130000,2020/02/23,841,50
(W) 나이키 P-6000 트리플 블랙,https://kream.co.kr/products/20609,Nike,55,80000,BV1021-002,2019/05/21,1827,129000,Black/Black,2,129000,2024/04/04,60000,2024/04/06,383,4
나이키 SB 덩크 로우 프로 팬텀 앤 하이퍼 로얄,https://kream.co.kr/products/271745,Nike,336,147000,HF3704-001,2024/04/03,48,149000,Phantom/Hyper Royal/Malachite,3,220000,2024/04/03,100000,2024/05/12,1965,96
뉴발란스 ML610S 베이지 블랙,https://kream.co.kr/products/251230,New Balance,38,229000,ML610SDB,2024/03/06,76,159000,Beige/Black,2,280000,2024/05/15,160000,2024/05/14,968,2
나이키 에어맥스 Dn 블랙 라이트 크림슨,https://kream.co.kr/products/237492,Nike,309,178000,DV3337-008,2024/03/26,56,189000,Black/Dark Smoke Grey/Anthracite/Light Crimson,4,250000,2024/04/22,140000,2024/04/02,1063,36
아디다스 x 송 포 더 뮤트 컨트리 OG 액티브 틸 코어 블랙,https://kream.co.kr/products/236776,Adidas,249,197000,ID3545,2024/02/21,90,179000,Active Teal/Core Black/Ash,3,369000,2024/02/20,160000,2024/03/11,2746,25
(W) 나이키 코르테즈 23 프리미엄 화이트,https://kream.co.kr/products/222041,Nike,218,123000,FB6877-100,2024/01/03,139,139000,White/White/White,3,200000,2024/05/17,110000,2024/02/12,2115,2
(W) 아디다스 가젤 실버 던,https://kream.co.kr/products/193935,Adidas,243,128000,ID7005,-,,129000,Silver Dawn,1,179000,2024/03/26,85000,2024/03/09,4841,1
아디다스 아디제로 아디오스 프로 EVO 1 화이트 블랙,https://kream.co.kr/products/180134,Adidas,68,734000,IH5564,2023/10/09,225,599000,White/Black/White,3,2000000,2024/03/15,630000,2024/05/02,523,7
나이키 메트콘 9 블랙 스모크 그레이,https://kream.co.kr/products/176129,Nike,1194,98000,DZ2617-001,-,,169000,Black/Anthracite/Smoke Grey/White,4,159000,2024/05/16,86000,2024/02/05,1070,5
아디다스 아디매틱 코어 블랙 오프 화이트,https://kream.co.kr/products/173737,Adidas,582,75000,IE2224,2023/08/28,267,139000,Core Black/Off White/Gum,3,197000,2024/02/09,65000,2024/04/06,4133,15
(GS) 나이키 코트 버로우 로우 리크래프트 화이트 핑크 폼,https://kream.co.kr/products/147574,Nike,674,41000,DV5456-105,2023/06/23,333,,White/Pink Foam,2,85000,2023/10/08,35000,2024/03/28,2325,16
아식스 GT-2160 화이트 일루션 블루,https://kream.co.kr/products/144582,Asics,1161,172000,1203A275-101,2023/07/07,319,139000,White/Illusion Blue,2,499000,2024/05/11,62000,2023/12/29,4198,153
컨버스 x 아더에러 척 70 로우 임페리얼 블루,https://kream.co.kr/products/130341,Converse,1719,230000,A05352C,2023/07/28,298,139000,Imperial Blue/White/Black,3,445000,2023/06/11,111000,2023/11/30,8285,136
(W) 아디다스 가젤 볼드 그린 클라우드 화이트,https://kream.co.kr/products/126542,Adidas,703,89000,IG3136,2023/05/18,369,139000,Green/Cloud White/Lucid Pink,3,240000,2023/07/04,87000,2024/05/17,899,12
아디다스 x 웨일스 보너 삼바 브라운 에크루 틴트,https://kream.co.kr/products/122991,Adidas,1405,314000,ID0217,2023/06/09,347,229000,Brown/Ecru Tint/Almost Yellow,3,650000,2023/05/15,200000,2023/08/08,1,171
조던 1 레트로 하이 OG 블랙 앤 럭키 그린,https://kream.co.kr/products/113525,Jordan,5703,172000,DZ5485-031,2023/04/15,402,219000,Black/Lucky Green/White,3,357000,2024/02/04,98000,2023/10/27,1,450
(W) 뉴발란스 480v5 블랙 - 4E XX와이드,https://kream.co.kr/products/109117,New Balance,557,92000,W480SK5,-,,99000,Black,1,149000,2024/02/17,70000,2023/12/12,4249,17
(W) 나이키 줌 보메로 5 라이트 본,https://kream.co.kr/products/107375,Nike,1122,140000,FJ7694-020,-,,216700,Light Bone,1,339000,2023/09/09,80000,2024/04/09,2404,46
(W) 아디다스 가젤 볼드 슈퍼 팝,https://kream.co.kr/products/99420,Adidas,1625,127000,IG9653,2022/12/03,535,,Super Pop/Cloud White/Core White,3,379000,2023/03/31,65000,2024/04/06,9598,56
아식스 젤 카야노 14 화이트 슬레이트 그레이,https://kream.co.kr/products/97780,Asics,2222,300000,1201A019-107,2023/01/31,476,159000,White,1,480000,2024/05/16,119000,2023/09/01,7762,103
나이키 에어맥스 스콜피온 플라이니트 레몬 워시,https://kream.co.kr/products/80203,Nike,890,201000,DJ4701-001,2022/10/15,584,299000,Phantom/Black/Light Cream/Lemon Wash,4,550000,2023/07/04,199000,2024/04/13,2144,45
나이키 x 사카이 줌 코르테즈 SP 화이트 앤 유니버시티 레드,https://kream.co.kr/products/73952,Nike,11000,300000,DQ0581-100,2022/08/31,629,219000,White/University Red/Light Cream,3,745000,2022/08/26,150000,2023/12/01,1,417
나이키 덩크 로우 레트로 레이서 블루 앤 화이트,https://kream.co.kr/products/61048,Nike,7459,136000,DD1391-401,2022/05/17,735,129000,Racer Blue/White,2,359000,2022/12/22,50000,2024/01/30,1,427
뉴발란스 574 원 바이 애니원 그레이 - D 스탠다드,https://kream.co.kr/products/46122,New Balance,3509,87000,ML574EVG,2021/12/03,900,99000,Grey,1,135000,2023/10/29,55000,2022/05/24,7315,104
조던 1 x 트래비스 스캇 x 프라그먼트 레트로 하이 OG SP 밀리터리 블루,https://kream.co.kr/products/38012,Jordan,1575,3650000,DH3227-105,2021/07/29,1027,239000,Sail/Black/Military Blue/Shy Pink,4,6800000,2022/02/12,1500000,2024/03/11,8461,1
반스 볼트 OG 어센틱 LX 블랙,https://kream.co.kr/products/24737,Vans,2695,50000,VN0A4BV91WX1,2020/01/07,1596,89000,Black/True White,2,159000,2023/04/30,41000,2024/05/14,4267,89
반스 스타일 36 마쉬멜로우 졸리 그린,https://kream.co.kr/products/23764,Vans,2782,67000,VN0A3DZ3RFX,2017/12/01,2363,69000,Marshmallow/Jolly Green,2,101000,2023/01/26,30000,2021/01/22,5585,53
아식스 라이프워커 010 그레이 - 2E 와이드,https://kream.co.kr/products/268728,Asics,11,140000,1241A010-020,-,,,Grey/Light Grey,2,151000,2024/04/19,109000,2024/04/19,531,2
나이키 에어맥스 Dn 블랙 그레이,https://kream.co.kr/products/268331,Nike,107,179000,DV3337-006,2024/03/26,56,189000,Black/Grey/Silver,3,238000,2024/05/05,150000,2024/04/26,967,9
아식스 UB6-S GT-2160 맨틀 그린 그레이프,https://kream.co.kr/products/265286,Asics,32,200000,1203A421-300,2024/03/29,53,179000,Mantle Green/Grape,2,230000,2024/05/15,109000,2024/04/16,698,3
나이키 리액트X 인피니티 런 4 포톤 더스트 화이트,https://kream.co.kr/products/262495,Nike,134,120000,DR2665-009,-,,216700,Photon Dust/White/Saturn Gold/Deep Royal Blue,4,159000,2024/05/08,109000,2024/03/24,319,2
(W) 나이키 코트 비전 로우 화이트 팀 레드,https://kream.co.kr/products/260229,Nike,246,77000,FQ7628-100,-,,89000,White/Team Red/Adobe,3,105000,2024/05/17,57000,2024/04/04,2010,3
아식스 젤 카야노 14 임퍼펙션 팩 크림,https://kream.co.kr/products/259803,Asics,149,183000,1203A416-100,2024/03/22,60,216700,Cream/Cream,2,400000,2024/03/21,150000,2024/04/26,1149,11
(W) 뉴발란스 x 미우 미우 530 스웨이드 메쉬 스니커즈 화이트,https://kream.co.kr/products/246759,New Balance,81,1920000,5E165E-3D8C-F0009,2024/02/22,89,1500000,White,1,2500000,2024/04/03,1550000,2024/05/02,1304,10
(W) 나이키 데이브레이크 빈티지 모슬린 코코넛 밀크,https://kream.co.kr/products/228247,Nike,52,78000,FJ1803-100,-,,139000,Muslin/Coconut Milk,2,119000,2024/02/10,64000,2024/05/18,469,1
살로몬 XT-6 고어텍스 사파리 블랙,https://kream.co.kr/products/228203,Salomon,291,245000,l47445500,-,,280000,Safari/Safari/Black,3,300000,2024/02/21,190000,2024/04/09,1953,20
나이키 에어포스 1 '07 블랙 다크 팀 레드,https://kream.co.kr/products/227436,Nike,73,122000,FZ4615-001,2024/01/10,132,191800,Black/Summit White/White/Dark Team Red,4,209000,2024/04/13,95000,2024/05/04,926,3
아디다스 x 풋 인더스트리 가젤 인도어 오프 화이트 그린,https://kream.co.kr/products/209136,Adidas,256,219000,ID3518,2023/12/01,172,169000,Off White/Green/Off White,3,279000,2024/05/07,120000,2024/01/26,2463,19
아디다스 가젤 인도어 그레이 클라우드 화이트,https://kream.co.kr/products/184742,Adidas,101,169000,ID0978,-,,,Grey Three/Cloud White/Gum,3,196000,2024/02/10,150000,2024/05/04,1710,1
